ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,time,obs_value,obs_status,obs_status.label,note_indicator,note_indicator.label,note_source,note_source.label
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_41,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2016,98.9663,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_42,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2016,52.3584,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_43,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2016,146.6358,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_44,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2016,40.0118,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_51,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2016,179.9637,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_52,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2016,311.5578,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_53,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2016,60.1296,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_54,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2016,116.7246,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_61,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2016,113.8903,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_62,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2016,12.6289,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_71,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2016,174.1053,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_72,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2016,211.6114,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_73,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2016,33.8553,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_74,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2016,83.6363,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_75,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2016,129.6514,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_81,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2016,225.9242,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_82,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2016,140.2477,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_83,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2016,244.2767,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_91,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2016,119.0411,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_92,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2016,87.1481,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_93,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2016,106.163,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_94,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2016,46.9425,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_95,"Occupation (ISCO-08), 2 digit level: 95 - Street and related sales and service workers",2016,3.3085,U,Unreliable,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_96,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2016,101.2734,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_X,"Occupation (ISCO-08), 2 digit level: Not elsewhere classified",2016,3.4316,U,Unreliable,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_TOTAL,"Occupation (ISCO-08), 2 digit level: Total",2017,4421.3857,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_01,"Occupation (ISCO-08), 2 digit level: 01 - Commissioned armed forces officers",2017,6.4452,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_02,"Occupation (ISCO-08), 2 digit level: 02 - Non-commissioned armed forces officers",2017,8.1347,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_03,"Occupation (ISCO-08), 2 digit level: 03 - Armed forces occupations, other ranks",2017,2.746,U,Unreliable,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_11,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2017,9.7561,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_12,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2017,46.7163,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_13,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2017,87.0859,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_14,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2017,59.2422,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_21,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2017,144.5365,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_22,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2017,47.5333,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_23,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2017,206.9508,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_24,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2017,89.3914,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_25,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,56.7218,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_26,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2017,104.6196,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_31,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2017,100.4121,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_32,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2017,118.2112,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_33,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2017,334.9366,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_34,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2017,74.6974,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_35,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2017,34.7767,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_41,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2017,97.9335,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_42,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2017,54.9066,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_43,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2017,141.5699,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_44,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2017,36.4632,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_51,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2017,185.212,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_52,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2017,301.8664,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_53,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2017,64.7232,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_54,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2017,120.1485,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_61,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2017,118.0951,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_62,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2017,11.2259,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_71,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2017,180.6107,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_72,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2017,228.8834,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_73,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2017,30.222,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_74,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2017,85.528,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_75,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2017,127.7464,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_81,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2017,238.9188,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_82,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2017,143.7837,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_83,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2017,257.0616,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_91,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2017,123.1657,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_92,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2017,76.7662,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_93,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2017,126.8261,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_94,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2017,48.2696,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_95,"Occupation (ISCO-08), 2 digit level: 95 - Street and related sales and service workers",2017,2.0981,U,Unreliable,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_96,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2017,86.4472,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_TOTAL,"Occupation (ISCO-08), 2 digit level: Total",2018,4469.4709,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_01,"Occupation (ISCO-08), 2 digit level: 01 - Commissioned armed forces officers",2018,4.612,U,Unreliable,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_02,"Occupation (ISCO-08), 2 digit level: 02 - Non-commissioned armed forces officers",2018,5.9528,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_11,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2018,12.4774,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_12,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2018,38.8706,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_13,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2018,91.3536,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_14,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2018,54.8462,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_21,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2018,140.6506,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_22,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2018,60.0405,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_23,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2018,218.9721,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_24,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2018,91.1387,,,,,R1:2384,Repository: Eurostat special tabulation
HUN,Hungary,BA:2237,HUN - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_25,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,64.1879,,,,,R1:2384,Repository: Eurostat special tabulation
